Crash ID,State,Date,Day,Month,Year,Dayweek,Time,Hour,Min,Crash Type,BusInvolvement,"RigidTruck 
Involvement","Articulated Truck 
Involvement ",SpeedLimit,RoadUser,Gender,Age
2.2016E+12,VIC,25-Feb-16,25,February,2016,Thursday,12:10,12,10,Single vehicle,No,No,No,100,Motorcycle rider,Male,75
2.2016E+12,VIC,25-Feb-16,25,February,2016,Thursday,20:53,20,53,Single vehicle,No,No,No,60,Driver,Female,18
7.2016E+12,NT,25-Feb-16,25,February,2016,Thursday,1:02,1,2,Single vehicle,No,No,No,40,Driver,Male,48
1.2016E+12,NSW,26-Feb-16,26,February,2016,Friday,14:55,14,55,Single vehicle,No,No,No,110,Motorcycle rider,Male,65
1.2016E+12,NSW,26-Feb-16,26,February,2016,Friday,16:50,16,50,Multiple vehicle,No,No,No,100,Passenger,Female,19
2.2016E+12,VIC,26-Feb-16,26,February,2016,Friday,0:15,0,15,Single vehicle,No,No,No,100,Driver,Male,18
2.2016E+12,VIC,26-Feb-16,26,February,2016,Friday,23:00,23,0,Single vehicle,No,No,No,-9,Driver,Male,18
2.2016E+12,VIC,27-Feb-16,27,February,2016,Saturday,21:27,21,27,Pedestrian,No,No,No,60,Pedestrian,Female,17
2.2016E+12,VIC,27-Feb-16,27,February,2016,Saturday,23:15,23,15,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,43
3.2016E+12,QLD,27-Feb-16,27,February,2016,Saturday,21:00,21,0,Single vehicle,No,No,No,100,Driver,Male,42
1.2016E+12,NSW,28-Feb-16,28,February,2016,Sunday,9:40,9,40,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,36
1.2016E+12,NSW,28-Feb-16,28,February,2016,Sunday,20:05,20,5,Single vehicle,No,No,No,100,Passenger,Male,22
3.2016E+12,QLD,1-Mar-16,1,March,2016,Tuesday,13:00,13,0,Single vehicle,No,No,No,80,Motorcycle rider,Male,25
1.2016E+12,NSW,2-Mar-16,2,March,2016,Wednesday,12:00,12,0,Multiple vehicle,No,No,No,80,Driver,Male,54
2.2016E+12,VIC,2-Mar-16,2,March,2016,Wednesday,11:37,11,37,Single vehicle,No,No,No,100,Driver,Female,88
8.2016E+12,ACT,2-Mar-16,2,March,2016,Wednesday,17:00,17,0,Single vehicle,No,No,No,80,Motorcycle rider,Male,25
2.2016E+12,VIC,3-Mar-16,3,March,2016,Thursday,15:10,15,10,Pedestrian,No,No,No,888,Pedestrian,Male,93
2.2016E+12,VIC,3-Mar-16,3,March,2016,Thursday,16:15,16,15,Multiple vehicle,No,Yes,No,100,Driver,Female,63
2.2016E+12,VIC,3-Mar-16,3,March,2016,Thursday,16:15,16,15,Multiple vehicle,No,Yes,No,100,Driver,Male,62
2.2016E+12,VIC,3-Mar-16,3,March,2016,Thursday,17:50,17,50,Multiple vehicle,No,No,No,100,Driver,Male,57
4.2016E+12,SA,3-Mar-16,3,March,2016,Thursday,8:15,8,15,Pedestrian,No,No,No,60,Pedestrian,Male,89
4.2016E+12,SA,3-Mar-16,3,March,2016,Thursday,8:15,8,15,Pedestrian,No,No,No,100,Pedestrian,Male,7
1.2016E+12,NSW,4-Mar-16,4,March,2016,Friday,17:00,17,0,Single vehicle,No,No,No,60,Driver,Male,53
2.2016E+12,VIC,4-Mar-16,4,March,2016,Friday,19:50,19,50,Multiple vehicle,No,No,No,-9,Passenger,Male,83
3.2016E+12,QLD,4-Mar-16,4,March,2016,Friday,5:00,5,0,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,42
5.2016E+12,WA,4-Mar-16,4,March,2016,Friday,8:00,8,0,Multiple vehicle,No,Yes,No,50,Driver,Male,25
5.2016E+12,WA,4-Mar-16,4,March,2016,Friday,8:00,8,0,Multiple vehicle,No,Yes,No,50,Motorcycle pillion passenger,Male,25
1.2016E+12,NSW,5-Mar-16,5,March,2016,Saturday,16:45,16,45,Multiple vehicle,No,No,No,50,Motorcycle rider,Male,30
1.2016E+12,NSW,5-Mar-16,5,March,2016,Saturday,23:50,23,50,Single vehicle,No,No,No,80,Driver,Male,43
1.2016E+12,NSW,5-Mar-16,5,March,2016,Saturday,22:45,22,45,Pedestrian,No,No,No,50,Pedestrian,Male,60
2.2016E+12,VIC,5-Mar-16,5,March,2016,Saturday,7:10,7,10,Single vehicle,No,Yes,No,110,Driver,Male,24
4.2016E+12,SA,5-Mar-16,5,March,2016,Saturday,22:50,22,50,Single vehicle,No,No,Yes,110,Driver,Male,47
4.2016E+12,SA,5-Mar-16,5,March,2016,Saturday,22:50,22,50,Single vehicle,No,No,Yes,110,Passenger,Female,43
5.2016E+12,WA,5-Mar-16,5,March,2016,Saturday,23:50,23,50,Single vehicle,No,No,No,60,Passenger,Male,25
5.2016E+12,WA,5-Mar-16,5,March,2016,Saturday,23:50,23,50,Single vehicle,No,No,No,60,Passenger,Male,26
5.2016E+12,WA,5-Mar-16,5,March,2016,Saturday,23:50,23,50,Single vehicle,No,No,No,60,Driver,Male,26
2.2016E+12,VIC,6-Mar-16,6,March,2016,Sunday,7:30,7,30,Single vehicle,No,No,No,80,Driver,Female,50
3.2016E+12,QLD,6-Mar-16,6,March,2016,Sunday,15:00,15,0,Multiple vehicle,No,No,No,100,Driver,Female,53
5.2016E+12,WA,6-Mar-16,6,March,2016,Sunday,11:30,11,30,Single vehicle,No,No,No,110,Passenger,Female,20
5.2016E+12,WA,6-Mar-16,6,March,2016,Sunday,7:15,7,15,Single vehicle,No,No,No,110,Driver,Male,23
5.2016E+12,WA,6-Mar-16,6,March,2016,Sunday,21:00,21,0,Multiple vehicle,No,No,No,90,Passenger,Male,30
5.2016E+12,WA,6-Mar-16,6,March,2016,Sunday,21:00,21,0,Multiple vehicle,No,No,No,90,Driver,Male,24
5.2016E+12,WA,6-Mar-16,6,March,2016,Sunday,21:00,21,0,Multiple vehicle,No,No,No,90,Driver,Female,47
6.2016E+12,TAS,6-Mar-16,6,March,2016,Sunday,17:19,17,19,Single vehicle,No,No,No,110,Motorcycle rider,Female,57
1.2016E+12,NSW,7-Mar-16,7,March,2016,Monday,13:00,13,0,Multiple vehicle,No,Yes,No,80,Driver,Male,46
2.2016E+12,VIC,7-Mar-16,7,March,2016,Monday,18:03,18,3,Single vehicle,No,No,No,100,Driver,Female,69
5.2016E+12,WA,7-Mar-16,7,March,2016,Monday,8:00,8,0,Single vehicle,No,No,No,60,Driver,Male,30
1.2016E+12,NSW,8-Mar-16,8,March,2016,Tuesday,9:28,9,28,Single vehicle,No,No,No,50,Driver,Female,84
1.2016E+12,NSW,8-Mar-16,8,March,2016,Tuesday,16:38,16,38,Multiple vehicle,No,Yes,No,90,Driver,Male,55
2.2016E+12,VIC,8-Mar-16,8,March,2016,Tuesday,14:30,14,30,Single vehicle,No,No,No,110,Driver,Male,77
2.2016E+12,VIC,8-Mar-16,8,March,2016,Tuesday,17:20,17,20,Single vehicle,No,No,No,100,Driver,Male,20
2.2016E+12,VIC,8-Mar-16,8,March,2016,Tuesday,20:45,20,45,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,36
3.2016E+12,QLD,8-Mar-16,8,March,2016,Tuesday,20:00,20,0,Pedestrian,No,No,No,100,Pedestrian,Male,23
5.2016E+12,WA,8-Mar-16,8,March,2016,Tuesday,13:26,13,26,Multiple vehicle,No,No,Yes,110,Driver,Male,64
1.2016E+12,NSW,9-Mar-16,9,March,2016,Wednesday,20:20,20,20,Multiple vehicle,No,No,No,60,Driver,Male,58
1.2016E+12,NSW,9-Mar-16,9,March,2016,Wednesday,2:10,2,10,Multiple vehicle,No,Yes,No,50,Driver,Male,34
1.2016E+12,NSW,10-Mar-16,10,March,2016,Thursday,17:05,17,5,Single vehicle,No,No,No,100,Driver,Male,87
2.2016E+12,VIC,10-Mar-16,10,March,2016,Thursday,6:00,6,0,Multiple vehicle,No,No,No,-9,Passenger,Female,38
2.2016E+12,VIC,10-Mar-16,10,March,2016,Thursday,6:00,6,0,Multiple vehicle,No,No,No,-9,Driver,Male,43
2.2016E+12,VIC,10-Mar-16,10,March,2016,Thursday,16:36,16,36,Pedestrian,No,No,Yes,50,Pedestrian,Male,81
6.2016E+12,TAS,10-Mar-16,10,March,2016,Thursday,18:10,18,10,Single vehicle,No,No,No,100,Passenger,Female,26
1.2016E+12,NSW,11-Mar-16,11,March,2016,Friday,10:30,10,30,Pedestrian,No,No,No,60,Pedestrian,Female,65
1.2016E+12,NSW,11-Mar-16,11,March,2016,Friday,14:30,14,30,Multiple vehicle,No,Yes,No,100,Driver,Male,32
1.2016E+12,NSW,11-Mar-16,11,March,2016,Friday,12:00,12,0,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,59
3.2016E+12,QLD,11-Mar-16,11,March,2016,Friday,7:00,7,0,Single vehicle,No,No,No,100,Passenger,Male,74
3.2016E+12,QLD,11-Mar-16,11,March,2016,Friday,23:00,23,0,Single vehicle,No,No,No,50,Driver,Male,21
1.2016E+12,NSW,12-Mar-16,12,March,2016,Saturday,7:40,7,40,Multiple vehicle,No,Yes,No,80,Driver,Female,22
2.2016E+12,VIC,12-Mar-16,12,March,2016,Saturday,10:05,10,5,Single vehicle,No,No,No,50,Motorcycle rider,Male,44
4.2016E+12,SA,12-Mar-16,12,March,2016,Saturday,6:05,6,5,Multiple vehicle,No,No,No,90,Passenger,Male,41
4.2016E+12,SA,12-Mar-16,12,March,2016,Saturday,6:30,6,30,Single vehicle,No,No,No,50,Motorcycle rider,Male,31
5.2016E+12,WA,12-Mar-16,12,March,2016,Saturday,15:15,15,15,Single vehicle,No,No,No,110,Motorcycle rider,Male,29
6.2016E+12,TAS,12-Mar-16,12,March,2016,Saturday,12:25,12,25,Single vehicle,No,No,No,100,Motorcycle rider,Male,24
1.2016E+12,NSW,13-Mar-16,13,March,2016,Sunday,12:50,12,50,Single vehicle,No,No,No,100,Motorcycle rider,Male,57
1.2016E+12,NSW,13-Mar-16,13,March,2016,Sunday,10:30,10,30,Multiple vehicle,No,No,No,100,Driver,Male,82
1.2016E+12,NSW,13-Mar-16,13,March,2016,Sunday,17:50,17,50,Multiple vehicle,No,No,No,110,Motorcycle rider,Male,18
3.2016E+12,QLD,13-Mar-16,13,March,2016,Sunday,2:00,2,0,Single vehicle,No,No,No,60,Motorcycle rider,Male,33
2.2016E+12,VIC,14-Mar-16,14,March,2016,Monday,10:40,10,40,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,69
2.2016E+12,VIC,14-Mar-16,14,March,2016,Monday,11:10,11,10,Single vehicle,No,No,No,100,Bicyclist (includes pillion passengers),Male,66
3.2016E+12,QLD,14-Mar-16,14,March,2016,Monday,18:00,18,0,Multiple vehicle,No,No,No,80,Bicyclist (includes pillion passengers),Male,42
3.2016E+12,QLD,14-Mar-16,14,March,2016,Monday,21:00,21,0,Single vehicle,No,No,No,60,Motorcycle rider,Male,44
1.2016E+12,NSW,15-Mar-16,15,March,2016,Tuesday,15:40,15,40,Multiple vehicle,Yes,No,No,60,Driver,Male,20
1.2016E+12,NSW,15-Mar-16,15,March,2016,Tuesday,22:30,22,30,Multiple vehicle,No,No,Yes,80,Driver,Male,19
2.2016E+12,VIC,15-Mar-16,15,March,2016,Tuesday,16:12,16,12,Single vehicle,No,No,No,-9,Motorcycle rider,Male,58
4.2016E+12,SA,15-Mar-16,15,March,2016,Tuesday,10:30,10,30,Multiple vehicle,No,No,Yes,100,Bicyclist (includes pillion passengers),Male,61
5.2016E+12,WA,15-Mar-16,15,March,2016,Tuesday,21:07,21,7,Single vehicle,No,No,No,110,Driver,Male,48
8.2016E+12,ACT,15-Mar-16,15,March,2016,Tuesday,0:00,0,0,Single vehicle,No,No,No,50,Driver,Male,55
3.2016E+12,QLD,16-Mar-16,16,March,2016,Wednesday,8:00,8,0,Multiple vehicle,No,No,No,60,Driver,Male,88
7.2016E+12,NT,16-Mar-16,16,March,2016,Wednesday,13:20,13,20,Multiple vehicle,No,No,Yes,130,Motorcycle rider,Male,27
1.2016E+12,NSW,17-Mar-16,17,March,2016,Thursday,7:30,7,30,Multiple vehicle,No,No,Yes,100,Driver,Male,37
3.2016E+12,QLD,17-Mar-16,17,March,2016,Thursday,14:00,14,0,Pedestrian,No,No,No,50,Pedestrian,Male,92
1.2016E+12,NSW,18-Mar-16,18,March,2016,Friday,17:45,17,45,Single vehicle,No,No,No,100,Driver,Female,49
2.2016E+12,VIC,18-Mar-16,18,March,2016,Friday,13:09,13,9,Single vehicle,No,No,No,-9,Driver,Male,83
3.2016E+12,QLD,18-Mar-16,18,March,2016,Friday,18:00,18,0,Single vehicle,No,No,No,60,Bicyclist (includes pillion passengers),Male,42
7.2016E+12,NT,18-Mar-16,18,March,2016,Friday,21:00,21,0,Single vehicle,No,No,No,110,Driver,Male,30
1.2016E+12,NSW,19-Mar-16,19,March,2016,Saturday,3:15,3,15,Single vehicle,No,No,No,100,Driver,Male,17
2.2016E+12,VIC,19-Mar-16,19,March,2016,Saturday,4:00,4,0,Single vehicle,No,No,No,90,Driver,Male,23
5.2016E+12,WA,19-Mar-16,19,March,2016,Saturday,10:45,10,45,Single vehicle,No,No,No,110,Motorcycle rider,Male,48
1.2016E+12,NSW,20-Mar-16,20,March,2016,Sunday,20:35,20,35,Multiple vehicle,No,No,No,100,Driver,Male,38
1.2016E+12,NSW,20-Mar-16,20,March,2016,Sunday,1:20,1,20,Single vehicle,No,No,No,70,Driver,Male,76
6.2016E+12,TAS,20-Mar-16,20,March,2016,Sunday,13:37,13,37,Multiple vehicle,No,No,No,50,Driver,Male,77
1.2016E+12,NSW,21-Mar-16,21,March,2016,Monday,17:34,17,34,Multiple vehicle,No,Yes,No,80,Driver,Female,25
1.2016E+12,NSW,21-Mar-16,21,March,2016,Monday,14:30,14,30,Multiple vehicle,No,Yes,No,110,Driver,Male,26
2.2016E+12,VIC,21-Mar-16,21,March,2016,Monday,14:40,14,40,Multiple vehicle,No,No,No,-9,Passenger,Female,80
2.2016E+12,VIC,21-Mar-16,21,March,2016,Monday,20:58,20,58,Single vehicle,No,No,No,70,Motorcycle rider,Male,26
3.2016E+12,QLD,21-Mar-16,21,March,2016,Monday,1:00,1,0,Single vehicle,No,No,No,100,Driver,Male,19
5.2016E+12,WA,21-Mar-16,21,March,2016,Monday,15:30,15,30,Multiple vehicle,Yes,No,No,110,Driver,Male,70
1.2016E+12,NSW,22-Mar-16,22,March,2016,Tuesday,16:55,16,55,Multiple vehicle,No,Yes,No,50,Driver,Male,88
3.2016E+12,QLD,22-Mar-16,22,March,2016,Tuesday,15:00,15,0,Pedestrian,No,No,No,50,Pedestrian,Male,1
5.2016E+12,WA,23-Mar-16,23,March,2016,Wednesday,21:00,21,0,Multiple vehicle,No,No,Yes,110,Driver,Female,24
1.2016E+12,NSW,24-Mar-16,24,March,2016,Thursday,2:44,2,44,Multiple vehicle,No,No,Yes,100,Driver,Male,27
2.2016E+12,VIC,24-Mar-16,24,March,2016,Thursday,8:30,8,30,Multiple vehicle,No,No,No,60,Passenger,Male,82
5.2016E+12,WA,24-Mar-16,24,March,2016,Thursday,6:30,6,30,Single vehicle,No,No,No,60,Motorcycle rider,Male,36
5.2016E+12,WA,25-Mar-16,25,March,2016,Friday,12:30,12,30,Multiple vehicle,No,Yes,No,110,Driver,Male,46
2.2016E+12,VIC,26-Mar-16,26,March,2016,Saturday,16:00,16,0,Pedestrian,No,No,No,100,Pedestrian,Female,0
7.2016E+12,NT,26-Mar-16,26,March,2016,Saturday,5:30,5,30,Single vehicle,No,No,No,130,Driver,Male,37
1.2016E+12,NSW,28-Mar-16,28,March,2016,Monday,13:20,13,20,Multiple vehicle,No,No,No,100,Driver,Female,44
4.2016E+12,SA,28-Mar-16,28,March,2016,Monday,15:20,15,20,Multiple vehicle,No,No,No,80,Driver,Female,76
5.2016E+12,WA,28-Mar-16,28,March,2016,Monday,12:10,12,10,Single vehicle,No,No,No,80,Motorcycle rider,Male,33
1.2016E+12,NSW,29-Mar-16,29,March,2016,Tuesday,13:00,13,0,Single vehicle,No,No,No,80,Driver,Male,82
1.2016E+12,NSW,29-Mar-16,29,March,2016,Tuesday,13:00,13,0,Single vehicle,No,No,No,80,Passenger,Female,84
2.2016E+12,VIC,29-Mar-16,29,March,2016,Tuesday,3:32,3,32,Single vehicle,No,No,No,80,Driver,Male,20
3.2016E+12,QLD,29-Mar-16,29,March,2016,Tuesday,17:00,17,0,Single vehicle,No,No,No,60,Bicyclist (includes pillion passengers),Male,78
5.2016E+12,WA,29-Mar-16,29,March,2016,Tuesday,10:15,10,15,Multiple vehicle,No,No,No,60,Bicyclist (includes pillion passengers),Female,69
5.2016E+12,WA,29-Mar-16,29,March,2016,Tuesday,15:00,15,0,Multiple vehicle,No,No,No,60,Bicyclist (includes pillion passengers),Male,43
1.2016E+12,NSW,30-Mar-16,30,March,2016,Wednesday,15:40,15,40,Multiple vehicle,No,No,No,100,Driver,Female,69
2.2016E+12,VIC,30-Mar-16,30,March,2016,Wednesday,5:20,5,20,Single vehicle,No,No,No,80,Driver,Female,64
3.2016E+12,QLD,31-Mar-16,31,March,2016,Thursday,14:00,14,0,Single vehicle,No,No,No,70,Motorcycle rider,Male,45
1.2016E+12,NSW,1-Apr-16,1,April,2016,Friday,23:35,23,35,Pedestrian,No,No,No,70,Pedestrian,Male,20
3.2016E+12,QLD,1-Apr-16,1,April,2016,Friday,18:00,18,0,Multiple vehicle,No,No,No,70,Motorcycle rider,Male,40
4.2016E+12,SA,1-Apr-16,1,April,2016,Friday,17:30,17,30,Multiple vehicle,No,No,No,50,Driver,Male,87
1.2016E+12,NSW,2-Apr-16,2,April,2016,Saturday,8:45,8,45,Single vehicle,No,No,No,80,Driver,Female,69
3.2016E+12,QLD,2-Apr-16,2,April,2016,Saturday,23:00,23,0,Single vehicle,No,No,No,100,Passenger,Male,16
3.2016E+12,QLD,2-Apr-16,2,April,2016,Saturday,23:00,23,0,Single vehicle,No,No,No,100,Passenger,Male,18
1.2016E+12,NSW,3-Apr-16,3,April,2016,Sunday,13:55,13,55,Single vehicle,No,No,No,100,Motorcycle rider,Male,48
1.2016E+12,NSW,3-Apr-16,3,April,2016,Sunday,14:40,14,40,Single vehicle,No,No,No,100,Motorcycle rider,Male,51
1.2016E+12,NSW,3-Apr-16,3,April,2016,Sunday,10:00,10,0,Single vehicle,Yes,No,No,50,Passenger,Female,93
3.2016E+12,QLD,3-Apr-16,3,April,2016,Sunday,12:00,12,0,Multiple vehicle,No,No,No,100,Driver,Male,58
3.2016E+12,QLD,3-Apr-16,3,April,2016,Sunday,11:00,11,0,Multiple vehicle,No,No,No,110,Motorcycle rider,Male,43
4.2016E+12,SA,4-Apr-16,4,April,2016,Monday,19:40,19,40,Multiple vehicle,No,No,No,80,Driver,Female,23
5.2016E+12,WA,4-Apr-16,4,April,2016,Monday,19:01,19,1,Multiple vehicle,Yes,No,No,60,Motorcycle rider,Male,45
1.2016E+12,NSW,5-Apr-16,5,April,2016,Tuesday,16:40,16,40,Multiple vehicle,No,No,Yes,110,Driver,Female,49
1.2016E+12,NSW,5-Apr-16,5,April,2016,Tuesday,16:40,16,40,Multiple vehicle,No,No,Yes,110,Passenger,Female,80
1.2016E+12,NSW,7-Apr-16,7,April,2016,Thursday,9:20,9,20,Pedestrian,No,No,No,50,Pedestrian,Male,1
3.2016E+12,QLD,7-Apr-16,7,April,2016,Thursday,9:00,9,0,Single vehicle,No,No,No,80,Motorcycle rider,Male,33
2.2016E+12,VIC,8-Apr-16,8,April,2016,Friday,12:25,12,25,Multiple vehicle,No,No,No,70,Motorcycle rider,Male,29
3.2016E+12,QLD,8-Apr-16,8,April,2016,Friday,7:00,7,0,Multiple vehicle,No,No,No,100,Driver,Male,58
3.2016E+12,QLD,8-Apr-16,8,April,2016,Friday,10:00,10,0,Single vehicle,No,No,No,70,Driver,Male,83
5.2016E+12,WA,8-Apr-16,8,April,2016,Friday,17:10,17,10,Multiple vehicle,No,No,No,50,Pedestrian,Male,1
6.2016E+12,TAS,8-Apr-16,8,April,2016,Friday,9:30,9,30,Single vehicle,No,Yes,Yes,80,Driver,Male,51
1.2016E+12,NSW,9-Apr-16,9,April,2016,Saturday,2:40,2,40,Multiple vehicle,No,No,No,100,Driver,Male,71
1.2016E+12,NSW,9-Apr-16,9,April,2016,Saturday,10:26,10,26,Multiple vehicle,No,No,Yes,100,Driver,Male,47
1.2016E+12,NSW,9-Apr-16,9,April,2016,Saturday,20:00,20,0,Single vehicle,No,No,No,60,Motorcycle rider,Male,20
3.2016E+12,QLD,10-Apr-16,10,April,2016,Sunday,4:00,4,0,Multiple vehicle,No,No,Yes,100,Passenger,Male,59
3.2016E+12,QLD,10-Apr-16,10,April,2016,Sunday,15:00,15,0,Single vehicle,No,No,No,100,Driver,Female,50
1.2016E+12,NSW,11-Apr-16,11,April,2016,Monday,7:15,7,15,Pedestrian,No,No,No,60,Pedestrian,Female,82
1.2016E+12,NSW,11-Apr-16,11,April,2016,Monday,15:29,15,29,Multiple vehicle,No,No,No,100,Driver,Male,32
1.2016E+12,NSW,11-Apr-16,11,April,2016,Monday,15:29,15,29,Multiple vehicle,No,No,No,100,Driver,Male,76
3.2016E+12,QLD,11-Apr-16,11,April,2016,Monday,9:00,9,0,Multiple vehicle,No,No,Yes,70,Bicyclist (includes pillion passengers),Male,29
1.2016E+12,NSW,12-Apr-16,12,April,2016,Tuesday,6:18,6,18,Multiple vehicle,No,No,Yes,100,Driver,Female,54
1.2016E+12,NSW,12-Apr-16,12,April,2016,Tuesday,9:30,9,30,Multiple vehicle,No,No,Yes,110,Driver,Female,18
2.2016E+12,VIC,12-Apr-16,12,April,2016,Tuesday,17:05,17,5,Single vehicle,No,No,No,-9,Motorcycle rider,Male,28
4.2016E+12,SA,12-Apr-16,12,April,2016,Tuesday,11:30,11,30,Multiple vehicle,No,No,No,80,Passenger,Male,75
4.2016E+12,SA,12-Apr-16,12,April,2016,Tuesday,12:25,12,25,Single vehicle,No,No,No,80,Driver,Female,82
7.2016E+12,NT,12-Apr-16,12,April,2016,Tuesday,13:00,13,0,Single vehicle,No,No,No,110,Passenger,Female,32
1.2016E+12,NSW,13-Apr-16,13,April,2016,Wednesday,16:25,16,25,Single vehicle,No,No,No,100,Motorcycle rider,Male,46
1.2016E+12,NSW,13-Apr-16,13,April,2016,Wednesday,6:00,6,0,Single vehicle,No,No,No,100,Driver,Male,49
2.2016E+12,VIC,13-Apr-16,13,April,2016,Wednesday,8:50,8,50,Pedestrian,No,No,No,-9,Pedestrian,Male,48
3.2016E+12,QLD,13-Apr-16,13,April,2016,Wednesday,17:00,17,0,Pedestrian,No,No,No,50,Pedestrian,Male,31
4.2016E+12,SA,13-Apr-16,13,April,2016,Wednesday,22:00,22,0,Single vehicle,No,No,No,110,Driver,Female,47
5.2016E+12,WA,13-Apr-16,13,April,2016,Wednesday,20:55,20,55,Single vehicle,No,No,No,-9,Driver,Male,20
1.2016E+12,NSW,14-Apr-16,14,April,2016,Thursday,16:30,16,30,Multiple vehicle,No,No,No,50,Driver,Male,74
2.2016E+12,VIC,14-Apr-16,14,April,2016,Thursday,2:41,2,41,Single vehicle,No,No,No,100,Driver,Female,28
2.2016E+12,VIC,14-Apr-16,14,April,2016,Thursday,7:00,7,0,Multiple vehicle,No,No,Yes,100,Driver,Female,60
7.2016E+12,NT,14-Apr-16,14,April,2016,Thursday,18:25,18,25,Multiple vehicle,No,No,No,80,Driver,Male,68
1.2016E+12,NSW,15-Apr-16,15,April,2016,Friday,15:30,15,30,Multiple vehicle,No,Yes,No,70,Motorcycle rider,Male,22
1.2016E+12,NSW,15-Apr-16,15,April,2016,Friday,20:30,20,30,Single vehicle,No,No,No,100,Driver,Male,30
1.2016E+12,NSW,15-Apr-16,15,April,2016,Friday,17:17,17,17,Single vehicle,No,No,No,100,Driver,Male,22
2.2016E+12,VIC,15-Apr-16,15,April,2016,Friday,20:10,20,10,Single vehicle,No,No,No,-9,Driver,Male,23
3.2016E+12,QLD,15-Apr-16,15,April,2016,Friday,11:00,11,0,Multiple vehicle,No,No,No,60,Driver,Female,72
3.2016E+12,QLD,15-Apr-16,15,April,2016,Friday,21:00,21,0,Single vehicle,No,No,No,70,Passenger,Male,17
5.2016E+12,WA,15-Apr-16,15,April,2016,Friday,17:41,17,41,Multiple vehicle,No,No,No,110,Driver,Female,33
2.2016E+12,VIC,16-Apr-16,16,April,2016,Saturday,0:12,0,12,Multiple vehicle,No,No,No,-9,Passenger,Female,74
2.2016E+12,VIC,16-Apr-16,16,April,2016,Saturday,0:12,0,12,Multiple vehicle,No,No,No,-9,Passenger,Male,82
2.2016E+12,VIC,16-Apr-16,16,April,2016,Saturday,0:12,0,12,Multiple vehicle,No,No,No,-9,Driver,Male,81
2.2016E+12,VIC,16-Apr-16,16,April,2016,Saturday,10:00,10,0,Single vehicle,No,No,No,-9,Driver,Male,58
3.2016E+12,QLD,16-Apr-16,16,April,2016,Saturday,7:00,7,0,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,60
1.2016E+12,NSW,17-Apr-16,17,April,2016,Sunday,14:00,14,0,Single vehicle,No,No,No,80,Passenger,Male,13
1.2016E+12,NSW,17-Apr-16,17,April,2016,Sunday,17:00,17,0,Single vehicle,No,No,No,60,Driver,Male,26
1.2016E+12,NSW,17-Apr-16,17,April,2016,Sunday,17:55,17,55,Pedestrian,No,No,No,60,Pedestrian,Male,62
4.2016E+12,SA,17-Apr-16,17,April,2016,Sunday,12:35,12,35,Multiple vehicle,No,Yes,No,110,Passenger,Male,70
4.2016E+12,SA,17-Apr-16,17,April,2016,Sunday,12:35,12,35,Multiple vehicle,No,Yes,No,110,Passenger,Female,5
4.2016E+12,SA,17-Apr-16,17,April,2016,Sunday,12:35,12,35,Multiple vehicle,No,Yes,No,110,Driver,Female,69
4.2016E+12,SA,17-Apr-16,17,April,2016,Sunday,12:35,12,35,Multiple vehicle,No,Yes,No,110,Passenger,Female,10
5.2016E+12,WA,17-Apr-16,17,April,2016,Sunday,12:36,12,36,Single vehicle,No,No,No,110,Passenger,Male,10
5.2016E+12,WA,17-Apr-16,17,April,2016,Sunday,12:52,12,52,Multiple vehicle,No,No,No,50,Driver,Male,19
5.2016E+12,WA,17-Apr-16,17,April,2016,Sunday,12:52,12,52,Multiple vehicle,No,No,No,50,Passenger,Male,19
1.2016E+12,NSW,18-Apr-16,18,April,2016,Monday,8:15,8,15,Multiple vehicle,No,No,No,100,Driver,Male,23
1.2016E+12,NSW,19-Apr-16,19,April,2016,Tuesday,13:45,13,45,Single vehicle,No,No,No,110,Driver,Male,45
4.2016E+12,SA,19-Apr-16,19,April,2016,Tuesday,9:10,9,10,Single vehicle,No,No,Yes,110,Driver,Male,24
5.2016E+12,WA,19-Apr-16,19,April,2016,Tuesday,8:00,8,0,Single vehicle,No,No,No,110,Driver,Male,25
5.2016E+12,WA,19-Apr-16,19,April,2016,Tuesday,8:00,8,0,Single vehicle,No,No,No,110,Passenger,Female,18
2.2016E+12,VIC,20-Apr-16,20,April,2016,Wednesday,15:30,15,30,Pedestrian,No,No,No,-9,Pedestrian,Male,58
2.2016E+12,VIC,20-Apr-16,20,April,2016,Wednesday,15:24,15,24,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,26
3.2016E+12,QLD,20-Apr-16,20,April,2016,Wednesday,9:00,9,0,Multiple vehicle,No,No,No,100,Driver,Male,96
3.2016E+12,QLD,20-Apr-16,20,April,2016,Wednesday,9:00,9,0,Multiple vehicle,No,No,No,100,Passenger,Female,91
5.2016E+12,WA,20-Apr-16,20,April,2016,Wednesday,15:56,15,56,Multiple vehicle,No,No,No,110,Driver,Male,35
7.2016E+12,NT,20-Apr-16,20,April,2016,Wednesday,13:04,13,4,Pedestrian,No,No,No,100,Pedestrian,Male,33
